web-scraper-order,web-scraper-start-url,links,links-href,role name,place,description,job number,pages,pages-href
1686078247-105,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Marketing & Trade Analytics Manager,https://www.totaljobs.com/job/trade-manager/burberry-job100542250,Marketing & Trade Analytics Manager,"London, South East","INTRODUCTION 

At Burberry, we believe creativity opens spaces. Our purpose is to unlock the power of imagination to push boundaries and open new possibilities for our people, our customers and our communities. This is the core belief that has guided Burberry since it was founded in 1856 and is central to how we operate as a company today. 
 
We aim to provide an environment for creative minds from different backgrounds to thrive, bringing a wide range of skills and experiences to everything we do. As a purposeful, values-driven brand, we are committed to being a force for good in the world as well, creating the next generation of sustainable luxury for customers, driving industry change and championing our communities.

JOB PURPOSE 

You'll be joining a team with a hugely ambitious, well-funded and exciting roadmap in a role with great scope to shape our data strategy.You'll be joining at the start of the next stage on our journey, so you'll have the opportunity to influence our plans as well as deliver them.You'll be implementing and using the most modern tools in the market with limited/no legacy technology and tools holding you back. You'll have a rare opportunity to apply analytics and data science in a creatively-driven business - combining art and science to create beautiful things. You'll be joining a team that is already using advanced techniques like deep learning, machine vision and AI to drive real value for our business. You'll be working for an organisation that is optimistic, positive, tolerant and respectful but also audacious, ambitious and driven. You'll be working with and supported by an amazing Data Technology function that is a true partner in delivering our strategy. You'll find yourself a team that is passionate about, and invests heavily in, training and development. And finally, you'll be working on a global scale but in a company small enough that everyone can have their voice heard and make a difference. 

RESPONSIBILITIES 

The Digital Trade & Marketing Analytics Manager will have the following key responsibilities: 
 
 • People Management: You'll manage and develop a team of analytics professionals
 • Upskilling: Both yourself and your team are highly valuable, and it is important to ensure you are investing time in developing core skills
 • Strategy Setting: You will work with the Commercial and Marketing leadership to help set the team's strategic priorities and to define a 6-12 month analytics roadmap
 • Delivery Management: Value-led prioritisation of your team's work and ensuring excellence in day-to-day operational and project delivery
 • Project Management: You will play an integral part in bringing the Digital Projects strategy to life from ideation through to execution. You will be directly responsible for managing the end-to-end delivery of key projects
 • Insight Delivery: You'll directly leading on the delivery of important/complex projects - leading the analytical effort, synthesising key insights, creating the narrative and recommending our forward strategy 
 • Horizon Scanning: You'll invest in staying up to date on the latest technology and consumer innovations and trends and working out where they can be leveraged at Burberry 
 • Knowledge Sharing: You'll proactively share key insights and trends on a regular basis with the immediate and wider teams 

PERSONAL PROFILE 

A successful candidate will have:
 
 • Leadership Skills: You'll be an outstanding people leader - managing your team's work effectively on a day-to-day basis while also creating an environment for personal learning and growth
 • Influencing Skills: You'll have a proven track record influencing, engaging with, and responding to senior stakeholders with credibility and impact
 • Creativity: You'll be an ideas person - you will be a creative thinker, have a hunger for novelty and newness with a keen interest in innovating through technology
 • Collaboration Skills: You're able to work collaboratively with others - understanding, respecting, and leveraging different perspectives, skills, and objectives to make the whole greater than the sum of its parts
 • Delivery Focus: You'll be able to marshal, mobilise and manage cross-functional teams to deliver a clear a great business outcome
 • Value Focus: You're relentlessly focussed on value delivery and, taking an evidence-led approach, will always focus on the commercial value that your team's work can deliver
 • Communication: You'll invest in making sure that the work your team does can be leveraged by as wide a set of stakeholders as possible and will proactively create and seek opportunities to share your team's work as widely as possible
 • Strategic Orientation: You'll combine exceptional skills in managing day-to-day delivery with the ability to create and articulate a credible and compelling longer-term analytics roadmap
 • Curiosity & Empathy: You love to learn, and this curiosity will lead you to a deep understanding of and empathy for the business & customer and of the objectives and needs of your stakeholders
 
 Required experience and education:
 
 • You'll have a bachelor's degree or above in a quantitative, scientific or engineering discipline
 • You will have hands on experience and a high level of capability in a data visualisation platform such as Looker, PowerBI, or Tableau
 • You'll have experience in leading an analytics team supporting marketing/commercial functions to support fast-paced and operationally focussed trading teams
 • Demonstrable experience and track record of delivering value in marketing/trading environment through customer analytics, media and campaign planning and targeting, marketing effectiveness analytics, opportunity sizing, personalisation etc
 • You'll have strong technical skills - extensive hands-on experience in a SQL environment is essential, along with experience in the Adobe or Google Analytics suites
 • You'll have experience in leading the delivery of deep dive investigations on complex/important topics - triangulating multiple data sources and working with colleagues across various disciplines to pull together holistic insights and compelling narratives
 • You'll have experience in initiating and managing projects from brief to delivery and into BAU operations
 • You'll have an exceptional understanding of web, digital and emerging technologies - including the vendor landscape and the global ad-tech ecosystem (including, ideally, China)
 • You'll have experience across multiple digital channels including, ideally, Asian channels like WeChat, T-Mall, Line and Kakao
 • You'll have very strong communication and written skills that combines a keen eye for detail with the ability to tell the bigger story 

FOOTER 

Burberry is an Equal Opportunities Employer and as such, treats all applications equally and recruits purely on the basis of skills and experience.

Posting Notes: United Kingdom || Not Applicable || London || DIGITAL || NO DEPARTMENT - FDST9009 || n/a ||

Job Segment:  Marketing Manager, Project Manager, Analytics, Database, Engineer, Marketing, Technology, Management, Engineering",Job ID: 100542250,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078251-106,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Research Analyst – LNG Short-Term,https://www.totaljobs.com/job/research-analyst/verisk-analytics-job100539446,Research Analyst – LNG Short-Term,"London, South East",,Job ID: 100539446,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078254-107,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Research Associate - Corporate ESG,https://www.totaljobs.com/job/research-associate/verisk-analytics-job100539437,Research Associate - Corporate ESG,"London, South East",,Job ID: 100539437,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078258-108,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Research Associate Markets & ESG,https://www.totaljobs.com/job/research-associate/verisk-analytics-job100539418,Research Associate Markets & ESG,"London, South East",,Job ID: 100539418,2,https://www.totaljobs.com/jobs/data-science/in-london?radius=0&page=2
1686078262-109,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,"Data Change & Transformation Manager, Snr Data Manager",https://www.totaljobs.com/job/change-manager/unilever-job100537523,"Data Change & Transformation Manager, Snr Data Manager","London, South East","Job Title: Sr Data Manager - Data Change & Transformation Manager

Location:UK, London / Port Sunlight

Reports to: D&A Director Data Centre of Excellence

About Unilever

Be part of the world's most successful, purpose-led business. Work with brands that are well-loved around the world, that improve the lives of our consumers and the communities around us. We promote innovation, big and small, to make our business win and grow; and we believe in business as a strength for good. Unleash your curiosity, confront ideas and disrupt processes; use your energy to make this happen. Our brilliant business seniors and colleagues provide mentorship and inspiration, so you can be at your best.

Every individual here can bring their purpose to life through their work. Join us and you'll be surrounded by inspiring and supportive peers. Among them, you'll channel your purpose, bring fresh ideas to the table, and simply be you. As you work to make a real impact on the business and the world, we'll work to help you become a better you.At Unilever, you're much more than your job title. Here, you can uncover the work you're most passionate about. And you can put your fresh thinking into action to create real impact across the world.

Data & Analytics at Unilever

For Unilever to remain competitive in the future, we need to continue the path to become data intelligent. The purpose of the Data & Analytics team is to help Unilever become Data Intelligent and a clear analytical competitor- partnering with the business to power key decisions with data, insights, advanced analytics and AI.

Our ambition is to enable democratisation of data, information and insights as a completely agile organisation that builds fantastic careersfor our people and is accountable for delivering great work that maximises impact and delivers growth.

The Data & Analytics function endeavours to create clear accountability for all aspects of Data Strategy, Data Management, Information Management, Analytics, and Insights. We are accountable for impact of solutions, maintaining market relevance and minimising unnecessary overlaps in analytics products, ensuring simplicity and that our solutions better meet the needs of our users.

We have four key operating principles: (1)One team, (2)Connected to the business, (3) Deploying with pace and discipline and (4)Designing for experience

Our vision is to make Unilever data intelligent, partnering with the business to power key decisions with data, advanced analytics and AI to accelerate growth. 

Our 5 strategies to achieve this are:",Job ID: 100537523,,
1686078265-110,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Marketing Science & Data Science Lead,https://www.totaljobs.com/job/data-science-lead/datatech-analytics-job100430172,Marketing Science & Data Science Lead,,"Marketing Science & Data Science Lead
('Hands on' Business Director - Public Sector Marketing Effectiveness)
Location: London/Hybrid
Salary: Negotiable £75,000 - £100,000 DoE
J12548

A leading media agency are searching for a 'Hands on' Business Director to provide a Marketing Sciences & Data Science Lead role. Join this business critical team, to help provide best in class data analysis and marketing effectiveness solutions within the Public Sector.

The role is varied, interesting and provides excellent opportunities to work with a wide range of people, techniques and solutions.

Crucial to the role is being a team player and able to successfully manage a small team to maximise the efficiency and effectiveness of a range of projects for the government and private sector clients.

You will be required to
• Have good experience of working in marketing effectiveness, strong analytic capabilities and effective project management skills
• Be involved with day to day management of multiple client projects, managing a team and working to improve processes and templates for increased efficiency
• Involvement in future development and quality control strategy of the database
• Coaching and development of junior analysts working on reporting, visualisation and analytical projects along with line management responsibility 
• Lead and develop internal stakeholder relationships 
• Excellent data communication and presentation skills 
• Lead and or support on areas of innovation within team 
• Able and willing to be hands on with delivery of modelling and analytics projects
• Responsible for project management, setting project milestones, including delivery of projects to deadlines

You need to be
• Highly organised, self-motivated and proactive, with the ability to manage the delivery of projects across client effectively 
• Strong attention to detail is essential 
• Proactive, collaborative and positive attitude with all stakeholders 
• Good understanding of classical statistics, machine learning and simulation techniques
• Ninja level MS Excel
• Experience and passion for improving R/Python/SQL/Excel VBA
• Strong data visualisation skills welcomed - some/good experience of using r-shiny, google data studio, tableau, Power BI to represent complex data relationships and deliver compelling analytics output

If this sounds like the role for you then please apply today! 

Alternatively, you can refer a friend or colleague by taking part in our fantastic referral schemes! If you have a friend or colleague who would be interested in this role, please refer them to us. For each relevant candidate that you introduce to us (there is no limit) and we place, you will be entitled to our general gift/voucher scheme.

Datatech is one of the UK's leading recruitment agencies in the field of analytics and host of the critically acclaimed event, Women in Data. For more information, visit our website: www.datatech.org.uk",Job ID: 100430172,,
1686078268-111,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Market Researcher,https://www.totaljobs.com/job/market-researcher/amlp-forum-job100536319,Market Researcher,"Central London, London",,Job ID: 100536319,,
1686078271-112,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Business Analytics Translator,https://www.totaljobs.com/job/business-translator/fish-pharma-recruitment-ltd-job100543222,Business Analytics Translator,,Advanced Analytics Translator - Global Pharma - West London,Job ID: 100543222,,
1686078274-113,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior Product Analyst,https://www.totaljobs.com/job/senior-product-analyst/cedar-recruitment-job100519295,Senior Product Analyst,"London, South East",,Job ID: 100519295,,
1686078279-114,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Principal Analyst - Analytics & Insight,https://www.totaljobs.com/job/principal-analyst/wpp-job100538661,Principal Analyst - Analytics & Insight,"London, South East","Description
 
 Position at EssenceMediacom
Principal Analyst 
 Analytics & Insight , London
If you require any adjustments or additional support during the recruitment process, for any reason whatsoever, please let us know at [email protected]
At EssenceMediacom we want to eradicate inequity . We don't tolerate it and when we see it, we act . We attract, support and develop our talent without bias and strive to foster the empathy, creativity and diversity of thought needed to drive meaningful change for our people, our clients, our industry and our society. WPP and GroupM have already made strong commitments to combat racial injustice . While we are part of this group, we know we have an individual responsibility as an employer and an industry leader to fight against racism . That's why we have pledged the following seven commitments .
Even if you don't meet all the requirements, that's okay, and we encourage you to apply anyway to find out more about whether this is the right match for you.
Did you know that m arginalised groups including women, people of colour and people with a disability are more likely to discount themself for a role if they don't feel they meet every requirement or understand the reasonable adjustment that can be made? This is why we encourage connection and conversation to ensure that everyone has the opportunity and information needed to find the right role, for them. If this role isn't quite right, you may be the perfect fit for another - so go ahead, apply and find out!
Who are we? 
 EssenceMediacom's Analytics & Insight team houses all of the data, effectiveness and insight specialists within EssenceMediacom . The team has one purpose - to ensure that every media planning decision is fuelled by the best data and insight s available . 
 Our Analytics & Insight team is crucial for our client's success by delivering a data-driven approach to media strategy, planning and activation with an emphasis on accountability and innovation. 
 An integral part of Analytics & Insight is our Data Science & Modelling team which specialises in marketing analytics. The Data Science & Modelling team is committed to building connections along clients' business journey to ensure they can make the right decisions to optimise their business performance. We do this using a vast range of analytical techniques which are bespoke for each business question and client . 
 Our areas of expertise span market mix modelling, budget setting and allocation, forecasting, brand equity modelling, launch volumetric studies and conjoint to name but a few. Our primary focus is on getting insight out of data and analytics in order to provide recommendations for clients that are realistic, relevant and above all actionable. We are a team of 50+ experts, working across more than 25 clients in the UK and globally. We analyse over £600m of communications spend each year, covering 15% of UK media spend which means we are the leading experts in our field.
Overview of role
Our Data Science & Modelling team are seeking a Principal Analyst to support their Account Lead /Director in the day to day running of the technical aspects of analytics projects. You will be responsible for data processing and take a partial lead in client modelling, analysis and reporting , alongside your more senior team members.
3 best things about the job",Job ID: 100538661,,
1686078282-115,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior Data + Analytics Manager - Energy + Industrials,https://www.totaljobs.com/job/senior-data-analytics-manager/wpp-job100538332,Senior Data + Analytics Manager - Energy + Industrials,"London, South East","Description
 
 Position at Hill+Knowlton Strategies 
 Senior Data + Analytics Manager, Energy + Industrials - Hill + Knowlton Strategies 
 ABOUT H+K 
Hill+Knowlton Strategies (H+K) is an international PR and communications agency based across 80 offices in 40 countries and working globally with many of the largest multinational companies. We structure and lead our business around industry sector teams to deliver deep industry knowledge for the benefit of our clients. These teams are supported by specialist areas of creative ideas development and strategy, data and analytics, content creation and publishing, corporate affairs and ESG. The people in our agency are constantly evolving and are expected to re-invent their skills and set new standards in the industry.
We are proud to have been awarded Provoke Sabre EMEA Awards: UK PR Consultancy of the Year 2022, EMEA Agency of the Decade, UK 2022 Silver Agency of the Year: Campaign Awards, EMEA 2022 Gold PR Agency of the Year: Campaign Award.
 OUR TEAM 
Our client portfolio sits at the heart of the most fundamental issues facing business and society; from managing the energy transition to supporting the rollout of electric vehicle infrastructure; from accelerating the development of smart cities, through to ending plastic pollution and catalysing a circular economy we create compelling communications that change behaviours, secure license to operate and shape reputation.
Our team experience spans traditional energy, renewable energy, power and utilities, transport, logistics, manufacturing, and industrial tech. For our clients we provide corporate and public affairs counsel as well as strategic reputation and issues management advice, integrated campaigns, digital and media relations, stakeholder engagement, content marketing programmes and consumer behaviour change campaigns. The work is international, though we work mainly on the UK and European aspects of communications for clients.
We are a dynamic, friendly, and collaborative team of 30; some of our recent and current clients include: Shell, Hitachi, Oil & Gas Climate Initiative, Amcor, DS Smith, Net Zero Teeside, Honda, Ellen Macarthur Foundation and the Institute of Economics and Peace.
 THE ROLE + RESPONSIBILITIES",Job ID: 100538332,,
1686078285-116,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,"Client Quant Developer, Desktop Build Group",https://www.totaljobs.com/job/quant-developer/bloomberg-job100530829,"Client Quant Developer, Desktop Build Group","London, South East","Client Quant Developer, Desktop Build Group
 
Quantitative investment funds have grown exponentially over the last decade and Bloomberg is uniquely positioned at the forefront of this financial revolution.

The Solutions Engineering Team (DBG) works closely with Bloomberg clients to assist them to implement quantitative investment strategies and research using our new Python Quant development platform. Powered by JupyterLab, the quant platform combines world-class open source Python libraries with the world's leading financial database, allowing our clients to generate unique research in quantitative finance and help them to capture alpha in a highly competitive landscape.

As a global team we have people based in London, New York, San Francisco, Sao Paulo, Hong Kong, Singapore, Tokyo and Sydney, and work collaboratively with our Account Management teams, Product Development and R&D teams.
 
 The role:
 
This role will see you engaging with top quantitative finance experts to turn their investment ideas into reality. Do you want to get exposure to the latest technology and coolest programming packages, and to be part of shaping a product with great revenue potential for our clients?

You will use your financial markets knowledge to consult with Bloomberg clients or prospective clients, helping them to develop and implement their quantitative investment strategies and research on our new Python based quant platform. With access to the world's most comprehensive financial database, you will have the opportunity to apply advanced data science technologies to generate real world investment models. Your role will involve full life-cycle development, from initial pitches to prospective clients, requirement gathering, prototyping, implementation, deployment and adoption. In addition to software development, members of the Team will be expected to aid in retention of existing clients. You will be expected to create resources and client-facing content that is both strategic in its appeal to our audience, while also taking advantage of current events in the marketplace.
 
 We'll trust you to:",Job ID: 100530829,,
1686078289-117,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Customer Analytics Manager,https://www.totaljobs.com/job/analytics-manager/wpp-job100538282,Customer Analytics Manager,"London, South East","Description
 Customer Analytics Manager 
 Company: VMLY&R 
 Location: Sea Containers, London 
 Reporting to: Director of Customer Analytics, Europe 
 We Are VMLY&R 
At VMLY&R, we create connected brands. We resist the usual ways of seeing, doing and thinking - harnessing creativity, technology and culture - to reimagine the entire connected consumer experience. Our goal? To create work that becomes part of people's lives, to drive value for our clients and, in the best of cases, to impact the world. 
 
 (NYSE: WPP) www.vmlyr.com
 The Role 
You will be responsible for helping our clients-a Fortune 100 automotive manufacturer-succeed by delivering high-quality data-driven reports and initiatives that drive business impact for their after-sales servicing, loyalty and CRM areas. This role would suit someone who has a blend of good technical skills, people leadership abilities and commercial acumen.
You will have the exciting opportunity to accelerate our client's transformation efforts into becoming a data-driven, sustainable manufacturer of tomorrow. You will also have the opportunity to work on projects in adjacent areas. This means lots of growth opportunities in different areas, from Big Data Analytics to Electric Vehicles.
 Key responsibilities:",Job ID: 100538282,,
1686078293-118,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,AWS Platform Engineer,https://www.totaljobs.com/job/platform-engineer/83zero-limited-job100306036,AWS Platform Engineer,,,Job ID: 100306036,,
1686078296-119,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,AWS Platform Engineer,https://www.totaljobs.com/job/platform-engineer/83zero-limited-job100365392,AWS Platform Engineer,,,Job ID: 100365392,,
1686078299-120,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,"Data Warehouse Manager, SQL, Python {Construction}",https://www.totaljobs.com/job/data-warehouse-manager/ernest-gordon-recruitment-job100403724,"Data Warehouse Manager, SQL, Python {Construction}","Wembley (HA0), Wembley",,Job ID: 100403724,,
1686078302-121,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,AWS Platform Engineer,https://www.totaljobs.com/job/platform-engineer/83zero-limited-job100417031,AWS Platform Engineer,,,Job ID: 100417031,,
1686078305-122,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior Software Developer in Test,https://www.totaljobs.com/job/senior-software-developer-in-test/83zero-limited-job100417913,Senior Software Developer in Test,,,Job ID: 100417913,,
1686078308-123,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,"Data Engineer, SQL, Python {Construction}",https://www.totaljobs.com/job/engineer-construction/ernest-gordon-recruitment-job100448393,"Data Engineer, SQL, Python {Construction}","Wembley (HA0), Wembley",,Job ID: 100448393,,
1686078311-124,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior Climate Risk Modeller - Sustainability,https://www.totaljobs.com/job/senior-modeller/verdant-search-limited-job100409161,Senior Climate Risk Modeller - Sustainability,"South East London (SE1), South East London",,Job ID: 100409161,,
1686078314-125,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Lead Data Scientist / Famous UK Client / Home,https://www.totaljobs.com/job/lead-data-scientist/integrity-recruitment-solutions-ltd-job100464398,Lead Data Scientist / Famous UK Client / Home,"City of London (EC1), City of London",,Job ID: 100464398,,
1686078318-126,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Lead DevOps Engineer,https://www.totaljobs.com/job/lead-devops-engineer/qbe-job100373910,Lead DevOps Engineer,"London, South East",,Job ID: 100373910,,
1686078322-127,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Azure Data Platform Engineer/Architect - Permanent,https://www.totaljobs.com/job/platform-architect/83zero-limited-job100493888,Azure Data Platform Engineer/Architect - Permanent,,,Job ID: 100493888,,
1686078325-128,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Data Scientist,https://www.totaljobs.com/job/data-scientist/franklin-bates-limited-job100483323,Data Scientist,,,Job ID: 100483323,,
1686078328-129,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Head of B2B Enablement,https://www.totaljobs.com/job/head/lego-job100516654,Head of B2B Enablement,"London, South East","Job Description

 Are you passionate to join our Analytics & Insights Leadership team within a diverse and inclusive global environment across functions and geographies? 

 Well, here is your chance! This is an amazing opportunity to bring both your solid leadership skills combined with your strong analytical expertise to ensure we translate data into commercial insights that would make a difference in our ability to reach more kids around the world! 

 Core Responsibilities 

The main responsibilities of this role are:",Job ID: 100516654,,
1686078331-130,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Senior Data Scientist,https://www.totaljobs.com/job/senior-data-scientist/sainsbury-s-job100504553,Senior Data Scientist,,"Job Description 
 Division / Dept 
 Marketing / Analytics 
 
 Location 
 London (Holborn) and Home 
 
  Reporting to 
 Data Science Manager 
 
 In a Nutshell 
 We have ~90 Analysts and Data Scientists within Marketing focusing on the broad spectrum of customer analytics, and we have 30 million known customers to play with. 
 
 This sub team is focussed on building our personalised customer decisioning engine, known internally as Krang. We are ultimately the brain behind an optimised selection of offers, mechanics and discounts used to drive desired customer behaviour. We do Marketing's most complex modelling, forecasting, tool building, and insights-generation and we use agile working methodologies to make sure we're prioritising the right outcomes. Our Data Scientists are critical in supporting Sainsbury's to be successful in our corporate strategy of Connecting to our Customers 
 
 You will be delivering, analysing, evolving and innovating: efficient, accurate and pacey delivery of code that drives both loyalty and commercial value. 
 
 What you need to do 
 Specifically, this Senior Data Scientist role will be supporting the team in the following:",Job ID: 100504553,,
1686078334-131,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,"Senior Data Engineer, Marketing Effectiveness",https://www.totaljobs.com/job/senior-data-engineer/lego-job100548595,"Senior Data Engineer, Marketing Effectiveness","London, South East","Job Description

As our Senior Data Engineer based in our London office, you will be part of our Marketing Effectiveness product team where you will be building a scalable and robust data pipeline and automation framework and harden and scale ML models and algorithms together with your Data Science colleagues in London.

Come join us!

Core Responsibilities",Job ID: 100548595,,
1686078337-132,https://www.totaljobs.com/jobs/data-science/in-london?radius=0,Global Head of Data Science - GroupM Nexus,https://www.totaljobs.com/job/head-of-data-science/wpp-job100538389,Global Head of Data Science - GroupM Nexus,"London, South East","Description
 
 Position at GroupM Nexus
Global Head of Data Science - GroupM Nexus
Operating Company : GroupM Nexus 
 Department / Team : Global Product 
 Reporting To : Global Head of Data and Analytics 
 Primary Location : London, UK 
 Role Type: Permanent
About GroupM : 
 GroupM is the leading global media investment management operation. Our advertising agencies - Mindshare, Wavemaker, EssenceMediacom , and mSix&Partners - are the front line to a new era of media strategy and innovation. And because we have two of the top five global media agencies and more than $60 billion in annual media spend, we provide access and scale everywhere our clients do business.
GroupM Nexus Overview : 
 GroupM Nexus unites leading media talent, digital services excellence, cutting-edge AI technology and unique scaled partnerships into a new cross-platform performance engine with one unique purpose: power growth for our people, our agencies, and the amazing brands they represent. GroupM Nexus is the new 9,000 employee business unit formed by the integration of GroupM Services, Xaxis , and Finecast . Its purpose is to lead the next era of media planning and buying by optimizing cross channel marketing via a new, globally consistent, intelligent performance practice and engine.
Role Overview : 
 The Head of Data Science will lead a team of eager data scientists and work with amazing engineers and product managers to build technology that combines human and machine intelligence to tackle prediction, optimization, pricing, and other problems at scale , to make billions of dollars of media spend more effective and efficient.
You will work closely with multiple technology teams, both within the GroupM Nexus and the broader GroupM and WPP organization s, as well as technology and data providers, and major digital media partners (Xandr, Google, Amazon, etc.) .
This role is about leading through inspiration, wisdom, and a passion for solving tough problems. You will mentor data scientists, establish a path for career growth, and help grow the team. The team will solve problems through the application of statistical methods and machine learning to deliver on our vision for performance-first omnichannel products.
The Head of Data Science will report to the Global Head of Data and Analytics, GroupM Nexus and will ideally be based in London .
RESPONSIBILITIES:",Job ID: 100538389,,
